CDR1,TRBV24-1_01,TRBV04-1_02,TRBV19_01,TRBV10-3_01,TRBV06-6_04,TRBV06-8_01,TRBV04-3_02,TRBV25-1_01,TRBV06-7_01,TRBV04-3_01,TRBV06-2_01,TRBV06-6_01,TRBV06-4_02,TRBV10-2_02,TRBV19_02,TRBV10-2_01,TRBV06-1_01,TRBV06-3_01,TRBV04-1_01,TRBV06-5_01,TRBV10-1_01,TRBV06-4_01,TRBV28_01,TRBV24_OR9-2_01,TRBV10-1_02,TRBV19_03,TRBV27_01,TRBV06-6_02,TRBV06-6_03,TRBV04-3_03,TRBV04-2_02,TRBV06-9_01,TRBV06-6_05,TRBV24-1_02,TRBV04-2_01,TRBV04-3_04,TRBV10-3_02,TRBV07-2_04,TRBV29_OR9-2_02,TRBV07-9_02,TRBV12-4_02,TRBV07-6_02,TRBV29-1_01,TRBV07-3_02,TRBV12-3_01,TRBV07-9_01,TRBV17_01,TRBV14_01,TRBV05-4_01,TRBV05-1_01,TRBV11-2_01,TRBV05-4_03,TRBV05-1_02,TRBV05-5_02,TRBV07-7_01,TRBV05-3_02,TRBV13_01,TRBV02_01,TRBV21_OR9-2_01,TRBV02_02,TRBV07-3_05,TRBV07-2_03,TRBV11-3_04,TRBV07-9_04,TRBV29-1_02,TRBV11-2_02,TRBV18_01,TRBV15_01,TRBV11-3_02,TRBV07-9_07,TRBV05-5_03,TRBV03-1_02,TRBV11-2_03,TRBV09_01,TRBV07-7_02,TRBV12-4_01,TRBV09_03,TRBV07-8_01,TRBV07-3_04,TRBV07-9_03,TRBV07-3_03,TRBV16_01,TRBV07-3_01,TRBV07-2_01,TRBV02_03,TRBV17_02,TRBV07-9_06,TRBV15_02,TRBV05-3_01,TRBV05-5_01,TRBV11-1_01,TRBV14_02,TRBV05-7_01,TRBV07-6_01,TRBV12-5_01,TRBV13_02,TRBV07-2_02,TRBV23-1_01,TRBV07-4_01,TRBV29-1_03,TRBV05-4_02,TRBV05-8_02,TRBV07-9_05,TRBV11-3_01,TRBV29_OR9-2_01,TRBV05-8_01,TRBV11-3_03,TRBV07-8_02,TRBV15_03,TRBV09_02,TRBV03-1_01,TRBV05-4_04,TRBV07-1_01,TRBV20-1_06,TRBV20-1_03,TRBV20-1_01,TRBV20-1_05,TRBV20_OR9-2_02,TRBV20_OR9-2_01,TRBV20-1_02,TRBV20-1_04,TRBV20_OR9-2_03,TRBV20-1_07,TRBV30_05,TRBV30_04,TRBV30_02,TRBV30_01,TRBV05-6_01,TRBV07-8_03,TRBV16_03
TRBV20-1_03,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20-1_01,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20-1_05,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20_OR9-2_02,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.833,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.823,0.799,0.812,0.823,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.833,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.829,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8404,0.769,1
TRBV20_OR9-2_01,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20-1_02,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20-1_04,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV20_OR9-2_03,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.812,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.833,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.823,0.799,0.812,0.823,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.833,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.829,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8404,0.769,1
TRBV20-1_07,0.8466,0.8668,0.886,0.847,0.899,0.906,0.867,0.897,0.892,0.867,0.915,0.899,0.860,0.847,0.886,0.847,0.872,0.915,0.867,0.892,0.847,0.860,0.879,0.847,0.847,0.886,0.907,0.899,0.899,0.867,0.867,0.892,0.899,0.847,0.867,0.867,0.847,0.799,0.799,0.761,0.838,0.799,0.799,0.751,0.812,0.761,0.799,0.814,0.830,0.827,0.770,0.830,0.827,0.830,0.799,0.834,0.836,0.794,0.830,0.794,0.751,0.799,0.770,0.761,0.799,0.770,0.799,0.799,0.770,0.761,0.830,0.751,0.770,0.824,0.799,0.812,0.824,0.769,0.751,0.761,0.751,0.830,0.751,0.799,0.794,0.799,0.761,0.799,0.834,0.830,0.770,0.814,0.830,0.799,0.812,0.836,0.799,0.830,0.799,0.830,0.830,0.830,0.761,0.770,0.799,0.830,0.770,0.769,0.799,0.833,0.751,0.830,0.799,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.541,0.541,0.541,0.8405,0.769,1
TRBV30_05,0.8215,0.8353,0.827,0.822,0.850,0.883,0.835,0.834,0.867,0.835,0.884,0.850,0.856,0.822,0.827,0.822,0.841,0.884,0.835,0.867,0.822,0.856,0.853,0.822,0.822,0.827,0.873,0.850,0.850,0.835,0.835,0.867,0.850,0.822,0.835,0.835,0.822,0.832,0.832,0.863,0.838,0.832,0.832,0.854,0.838,0.863,0.832,0.828,0.833,0.878,0.838,0.833,0.878,0.833,0.832,0.821,0.834,0.804,0.850,0.804,0.854,0.832,0.838,0.863,0.832,0.838,0.832,0.832,0.838,0.863,0.833,0.773,0.838,0.824,0.832,0.838,0.824,0.842,0.854,0.863,0.854,0.850,0.854,0.832,0.804,0.832,0.863,0.832,0.821,0.833,0.838,0.828,0.833,0.832,0.838,0.834,0.832,0.850,0.832,0.839,0.833,0.839,0.863,0.838,0.832,0.839,0.838,0.842,0.832,0.830,0.773,0.833,0.832,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.000,0.000,0.000,0.000,0.8385,0.842,1
TRBV30_04,0.8215,0.8353,0.827,0.822,0.850,0.883,0.835,0.834,0.867,0.835,0.884,0.850,0.856,0.822,0.827,0.822,0.841,0.884,0.835,0.867,0.822,0.856,0.853,0.822,0.822,0.827,0.873,0.850,0.850,0.835,0.835,0.867,0.850,0.822,0.835,0.835,0.822,0.832,0.832,0.863,0.838,0.832,0.832,0.854,0.838,0.863,0.832,0.828,0.833,0.878,0.838,0.833,0.878,0.833,0.832,0.821,0.834,0.804,0.850,0.804,0.854,0.832,0.838,0.863,0.832,0.838,0.832,0.832,0.838,0.863,0.833,0.773,0.838,0.824,0.832,0.838,0.824,0.842,0.854,0.863,0.854,0.850,0.854,0.832,0.804,0.832,0.863,0.832,0.821,0.833,0.838,0.828,0.833,0.832,0.838,0.834,0.832,0.850,0.832,0.839,0.833,0.839,0.863,0.838,0.832,0.839,0.838,0.842,0.832,0.830,0.773,0.833,0.832,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.000,0.000,0.000,0.000,0.8385,0.842,1
TRBV30_02,0.8215,0.8353,0.827,0.822,0.850,0.883,0.835,0.834,0.867,0.835,0.884,0.850,0.856,0.822,0.827,0.822,0.841,0.884,0.835,0.867,0.822,0.856,0.853,0.822,0.822,0.827,0.873,0.850,0.850,0.835,0.835,0.867,0.850,0.822,0.835,0.835,0.822,0.832,0.832,0.863,0.838,0.832,0.832,0.854,0.838,0.863,0.832,0.828,0.833,0.878,0.838,0.833,0.878,0.833,0.832,0.821,0.834,0.804,0.850,0.804,0.854,0.832,0.838,0.863,0.832,0.838,0.832,0.832,0.838,0.863,0.833,0.773,0.838,0.824,0.832,0.838,0.824,0.842,0.854,0.863,0.854,0.850,0.854,0.832,0.804,0.832,0.863,0.832,0.821,0.833,0.838,0.828,0.833,0.832,0.838,0.834,0.832,0.850,0.832,0.839,0.833,0.839,0.863,0.838,0.832,0.839,0.838,0.842,0.832,0.830,0.773,0.833,0.832,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.000,0.000,0.000,0.000,0.8385,0.842,1
TRBV30_01,0.8215,0.8353,0.827,0.822,0.850,0.883,0.835,0.834,0.867,0.835,0.884,0.850,0.856,0.822,0.827,0.822,0.841,0.884,0.835,0.867,0.822,0.856,0.853,0.822,0.822,0.827,0.873,0.850,0.850,0.835,0.835,0.867,0.850,0.822,0.835,0.835,0.822,0.832,0.832,0.863,0.860,0.832,0.832,0.854,0.838,0.863,0.832,0.828,0.833,0.878,0.838,0.833,0.878,0.833,0.832,0.821,0.834,0.804,0.850,0.804,0.854,0.832,0.838,0.863,0.832,0.838,0.832,0.832,0.838,0.863,0.833,0.773,0.838,0.824,0.832,0.838,0.824,0.842,0.854,0.863,0.854,0.850,0.854,0.832,0.804,0.832,0.863,0.832,0.821,0.833,0.838,0.828,0.833,0.832,0.838,0.834,0.832,0.850,0.832,0.839,0.833,0.839,0.863,0.838,0.832,0.839,0.838,0.842,0.832,0.830,0.773,0.833,0.832,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.000,0.000,0.000,0.000,0.8385,0.842,1
TRBV05-6_01,0.8265,0.4363,0.4817,0.8265,0.4568,0.4934,0.4364,0.4471,0.421,0.4364,0.456,0.4568,0.4249,0.8265,0.4817,0.8265,0.5018,0.456,0.4363,0.421,0.8265,0.4249,0.4105,0.8265,0.8265,0.4817,0.5084,0.4568,0.4568,0.4364,0.4364,0.421,0.4568,0.8265,0.4364,0.4364,0.8265,0.2719,0.2721,0.5021,0.2825,0.272,0.2721,0.4133,0.2825,0.5021,0.272,0.4423,0.2117,0.391,0.4076,0.2117,0.391,0.2117,0.272,0.3562,0.191,0.3222,0.443,0.3222,0.4133,0.2719,0.4076,0.5021,0.2721,0.4076,0.272,0.2718,0.4076,0.5021,0.2117,0.454,0.4076,0.3781,0.272,0.2825,0.3781,0.3728,0.4133,0.5021,0.4133,0.4431,0.4133,0.2719,0.3222,0.272,0.5021,0.272,0.3562,0.2117,0.4076,0.4423,0.2118,0.272,0.2825,0.191,0.2719,0.4431,0.272,0.322,0.2117,0.322,0.5021,0.4076,0.2721,0.322,0.4076,0.3728,0.272,0.3639,0.454,0.2117,0.272,0.8405,0.8405,0.8405,0.8405,0.8404,0.8405,0.8405,0.8405,0.8404,0.8405,0.8385,0.8385,0.8385,0.8385,0,0.3728,1
TRBV07-8_03,0.823,0.382,0.455,0.823,0.404,0.371,0.382,0.414,0.371,0.382,0.399,0.404,0.362,0.823,0.455,0.823,0.453,0.399,0.382,0.371,0.823,0.362,0.348,0.823,0.823,0.455,0.451,0.404,0.404,0.382,0.382,0.371,0.404,0.823,0.382,0.382,0.823,0.312,0.312,0.217,0.198,0.312,0.312,0.083,0.198,0.217,0.312,0.213,0.430,0.469,0.077,0.430,0.469,0.430,0.312,0.353,0.352,0.233,0.532,0.233,0.083,0.312,0.077,0.217,0.312,0.077,0.312,0.312,0.077,0.217,0.430,0.468,0.077,0.428,0.312,0.198,0.428,0.000,0.083,0.217,0.083,0.532,0.083,0.312,0.233,0.312,0.217,0.312,0.353,0.430,0.077,0.213,0.430,0.312,0.198,0.352,0.312,0.532,0.312,0.445,0.430,0.445,0.217,0.077,0.312,0.445,0.077,0.000,0.312,0.442,0.468,0.430,0.312,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.842,0.842,0.842,0.842,0.3728,0.000,1
TRBV16_03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
